0.32799753	0.34888123	1.0
0.32799753	0.32537025	-1.0
1.81905424	1.3524797	1.0
0.03925322	0.07087544	-1.0
1.03329102	0.2164006	-1.0
1.03329102	0.15374749	1.0
1.03329102	0.15374749	1.0
1.03329102	0.15665708	-1.0
0.16705808	0.09088963	-1.0
0.22386024	0.36934791	-1.0
0.46526942	0.27297524	-1.0
0.46526942	0.27297524	-1.0
0.36113213	0.30321407	-1.0
0.51260455	0.36006597	-1.0
0.12918997	1.91305104	-1.0
0.00138511	0.17248898	-1.0
0.00138511	0.20066645	-1.0
0.00138511	0.20674816	-1.0
0.00138511	0.19718925	-1.0
0.00138511	0.18648232	-1.0
0.00138511	0.15839354	-1.0
0.00138511	0.15506093	-1.0
0.3516651	0.10916345	-1.0
0.3516651	0.24208377	-1.0
0.3516651	0.18718978	-1.0
0.3516651	0.23210776	-1.0
0.31853051	0.86609761	-1.0
1.98946072	2.31111982	1.0
0.00138511	0.28730217	-1.0
0.00138511	0.28730217	-1.0
0.48420347	0.53642289	-1.0
1.10429372	0.36122621	-1.0
0.11498943	0.01305333	-1.0
0.138657	0.01222516	-1.0
0.138657	0.01529255	1.0
0.78714833	1.39575335	1.0
0.78714833	1.3448221	1.0
0.22859375	1.25674384	1.0
2.46754557	2.03792218	1.0
2.46754557	1.45794578	1.0
0.63094239	1.27572964	-1.0
0.33273105	0.23061602	-1.0
0.33273105	0.23272932	-1.0
0.21912673	0.2164006	-1.0
0.94808778	1.41182612	-1.0
0.94808778	1.41182612	1.0
0.94808778	1.41182612	-1.0
0.94808778	1.41182612	1.0
0.94808778	1.41182612	-1.0
0.94808778	1.41182612	1.0
0.26172835	0.3762006	1.0
0.49840401	0.15290988	-1.0
0.49840401	0.15290988	-1.0
0.18599213	0.25854472	-1.0
0.94335427	1.1613877	1.0
0.94335427	1.22705745	-1.0
0.62147536	3.57640421	1.0
0.62147536	2.77975246	1.0
0.62147536	3.05716653	1.0
0.62620887	0.72346086	1.0
4.04380551	4.54836659	1.0
4.04380551	4.59976215	1.0
4.04380551	4.59976215	-1.0
1.67231532	1.50696604	-1.0
2.40127638	2.6509655	-1.0
2.40127638	2.6509655	-1.0
0.3516651	0.50031033	-1.0
0.3516651	0.50031033	-1.0
0.3516651	0.50031033	-1.0
0.53153861	1.25674384	-1.0
0.29486294	0.49425252	-1.0
0.29486294	0.44418358	-1.0
0.15285754	0.65884085	-1.0
0.34693159	1.20000371	-1.0
0.34693159	1.15193172	-1.0
0.34693159	1.14539217	-1.0
0.34693159	1.19231036	-1.0
0.34693159	1.19231036	1.0
0.34693159	1.14539217	1.0
0.34693159	1.20000371	-1.0
0.34693159	1.15193172	-1.0
0.34693159	1.15193172	-1.0
0.34693159	1.20000371	-1.0
0.34693159	1.19231036	1.0
0.34693159	1.14539217	-1.0
0.34693159	1.20000371	-1.0
0.34693159	1.19231036	-1.0
0.12918997	0.41314708	-1.0
0.12918997	0.45042841	-1.0
3.09236933	2.97258482	-1.0
3.09236933	2.97258482	-1.0
3.09236933	2.97258482	1.0
0.09605538	0.36526184	1.0
0.09605538	0.23502343	1.0
0.02978619	0.0425075	1.0
0.02978619	0.03967319	1.0
0.35639861	0.04912088	1.0
0.78714833	0.35150918	1.0
0.78714833	0.35150918	-1.0
0.52207158	1.1613877	-1.0
0.52207158	1.22705745	-1.0
0.30906348	0.18465175	-1.0
0.07238781	0.20266452	-1.0
0.07238781	0.21512486	-1.0
1.15162886	1.11857474	-1.0
