0.32799753	0.34888123	a
0.32799753	0.32537025	a
1.81905424	1.3524797	b
0.03925322	0.07087544	a
1.03329102	0.2164006	b
1.03329102	0.15374749	b
1.03329102	0.15374749	b
1.03329102	0.15665708	b
0.16705808	0.09088963	a
0.22386024	0.36934791	b
0.46526942	0.27297524	a
0.46526942	0.27297524	a
0.36113213	0.30321407	a
0.51260455	0.36006597	a
0.12918997	1.91305104	b
0.00138511	0.17248898	a
0.00138511	0.20066645	a
0.00138511	0.20674816	a
0.00138511	0.19718925	a
0.00138511	0.18648232	a
0.00138511	0.15839354	a
0.00138511	0.15506093	a
0.3516651	0.10916345	a
0.3516651	0.24208377	a
0.3516651	0.18718978	a
0.3516651	0.23210776	a
0.31853051	0.86609761	b
1.98946072	2.31111982	b
0.00138511	0.28730217	a
0.00138511	0.28730217	a
0.48420347	0.53642289	a
1.10429372	0.36122621	b
0.11498943	0.01305333	a
0.138657	0.01222516	a
0.138657	0.01529255	a
0.78714833	1.39575335	b
0.78714833	1.3448221	b
0.22859375	1.25674384	b
2.46754557	2.03792218	b
2.46754557	1.45794578	b
0.63094239	1.27572964	b
0.33273105	0.23061602	a
0.33273105	0.23272932	a
0.21912673	0.2164006	a
0.94808778	1.41182612	b
0.94808778	1.41182612	b
0.94808778	1.41182612	b
0.94808778	1.41182612	b
0.94808778	1.41182612	b
0.94808778	1.41182612	b
0.26172835	0.3762006	a
0.49840401	0.15290988	a
0.49840401	0.15290988	a
0.18599213	0.25854472	a
0.94335427	1.1613877	b
0.94335427	1.22705745	b
0.62147536	3.57640421	b
0.62147536	2.77975246	b
0.62147536	3.05716653	b
0.62620887	0.72346086	b
4.04380551	4.54836659	b
4.04380551	4.59976215	b
4.04380551	4.59976215	b
1.67231532	1.50696604	b
2.40127638	2.6509655	b
2.40127638	2.6509655	b
0.3516651	0.50031033	a
0.3516651	0.50031033	a
0.3516651	0.50031033	a
0.53153861	1.25674384	b
0.29486294	0.49425252	a
0.29486294	0.44418358	a
0.15285754	0.65884085	b
0.34693159	1.20000371	b
0.34693159	1.15193172	b
0.34693159	1.14539217	b
0.34693159	1.19231036	b
0.34693159	1.19231036	b
0.34693159	1.14539217	b
0.34693159	1.20000371	b
0.34693159	1.15193172	b
0.34693159	1.15193172	b
0.34693159	1.20000371	b
0.34693159	1.19231036	b
0.34693159	1.14539217	b
0.34693159	1.20000371	b
0.34693159	1.19231036	b
0.12918997	0.41314708	a
0.12918997	0.45042841	a
3.09236933	2.97258482	b
3.09236933	2.97258482	b
3.09236933	2.97258482	b
0.09605538	0.36526184	a
0.09605538	0.23502343	a
0.02978619	0.0425075	a
0.02978619	0.03967319	a
0.35639861	0.04912088	a
0.78714833	0.35150918	b
0.78714833	0.35150918	b
0.52207158	1.1613877	b
0.52207158	1.22705745	b
0.30906348	0.18465175	a
0.07238781	0.20266452	a
0.07238781	0.21512486	a
1.15162886	1.11857474	b
1.15162886	1.11857474	b
0.77294779	0.78714643	b
0.22386024	0.25709442	a
0.22386024	0.22754303	a
1.88532342	0.79660735	b
0.82974995	0.30445719	b
1.1326948	0.78714643	b
0.23332727	0.21532567	b
0.09132187	0.08871417	a
0.09132187	0.08871417	a
2.96929798	2.43794491	b
1.7717191	0.55962774	b
0.77294779	0.85490955	a
0.40846726	0.22772577	a
0.19072565	0.34888123	a
0.19072565	0.32537025	a
0.24752781	0.10766041	b
0.24752781	0.11724371	b
0.24752781	0.11485693	b
0.24752781	0.11485693	b
0.24752781	0.11724371	b
0.18599213	0.55234722	a
0.18599213	0.55234722	a
0.85341751	0.65884085	b
0.30432997	0.36362957	a
10.78906203	16.69048425	b
10.78906203	16.69048425	b
0.34693159	0.65884085	b
0.26646186	0.27297524	a
0.26646186	0.27297524	a
0.14339051	0.26231551	a
0.14339051	0.26231551	a
0.43213483	2.59979879	b
0.43213483	2.59979879	b
0.58834077	1.92225011	b
7.35253134	10.11016686	b
7.35253134	10.11016686	b
7.35253134	10.11016686	b
7.35253134	10.11016686	b
7.35253134	10.11016686	b
7.35253134	10.11016686	b
7.35253134	10.11016686	b
7.35253134	10.11016686	b
7.35253134	10.11016686	b
7.35253134	10.11016686	b
7.35253134	10.11016686	b
0.18599213	0.02475578	a
0.18599213	0.0224353	a
0.86761805	0.08123852	b
0.86761805	0.08123852	b
0.17652511	0.0214926	a
0.17652511	0.0214926	a
0.17652511	0.0214926	a
0.17652511	0.0214926	a
0.17652511	0.0214926	a
0.22386024	0.09576265	a
0.22386024	0.05608234	a
0.22386024	0.1017669	a
0.36113213	0.25274351	a
0.36113213	0.25274351	a
1.28890074	1.22769558	b
0.25699483	0.32119783	b
0.11498943	0.01882272	a
0.05345376	0.27928406	a
0.05345376	0.28581043	a
0.05345376	0.29002746	a
0.6356759	0.83551692	a
0.06292079	0.03366235	a
3.46158337	4.20685118	b
0.89128562	0.99587906	b
0.89128562	0.99587906	b
1.54451046	1.20000371	b
1.54451046	1.15193172	b
1.54451046	1.14539217	b
1.54451046	1.19231036	b
1.54451046	1.19231036	b
1.54451046	1.14539217	b
1.54451046	1.20000371	b
1.54451046	1.15193172	b
1.54451046	1.15193172	b
1.54451046	1.20000371	b
1.54451046	1.19231036	b
1.54451046	1.14539217	b
1.54451046	1.20000371	b
1.54451046	1.19231036	b
0.07238781	0.34619649	a
0.07238781	0.34619649	a
0.07238781	0.34316993	a
0.20492619	0.27928406	a
0.20492619	0.28581043	a
0.20492619	0.29002746	a
0.58360725	0.2823297	a
0.02031917	0.0580059	a
0.87235157	0.72346086	b
0.38953321	0.68261349	a
0.38953321	0.68261349	a
0.14812403	0.18225875	a
0.46526942	0.51553851	a
0.46526942	0.51553851	a
0.75401373	0.68493397	a
0.75401373	0.68493397	a
0.76821427	1.07550073	b
14.37233163	34.4291473	b
0.52207158	0.83585256	b
1.0616921	0.08871417	b
1.0616921	0.53381234	b
0.40373375	0.39115365	a
0.40373375	0.23144964	a
0.40373375	0.23144964	a
0.40373375	0.23144964	a
0.40373375	0.23144964	a
0.40373375	0.52685088	a
0.03451971	0.0079737	a
0.72561265	0.41644012	a
0.72561265	0.35725696	a
0.72561265	0.37333493	a
0.26172835	0.4676785	a
0.26172835	0.4676785	a
0.21439321	2.41732159	b
0.21439321	2.41732159	b
0.00611863	0.00213105	a
0.00611863	0.00213105	a
4.88163737	6.82112697	b
1.99892774	1.85735938	b
1.67704884	1.23326475	b
2.99296555	2.46509459	b
0.12918997	0.40693978	a
0.11498943	0.34619649	a
0.11498943	0.34619649	a
0.11498943	0.34316993	a
3.48051742	1.90086849	b
6.3111584	2.35373614	b
6.3111584	2.32685612	b
0.45106888	0.51782274	a
0.45106888	0.51782274	a
0.45106888	0.55591497	a
0.45106888	0.51782274	a
0.45106888	0.54405371	a
0.45106888	0.53716876	a
0.45106888	0.51782274	a
0.45106888	0.51782274	a
0.45106888	0.52249997	a
0.45106888	0.52249997	a
0.44633537	0.49530678	a
0.32799753	0.49425252	a
0.32799753	0.44418358	a
0.10078889	0.47899086	b
1.67231532	1.72393145	b
1.67231532	1.72393145	b
0.0676543	0.27171348	a
0.17652511	0.23033632	a
0.0676543	0.23650011	a
0.55993969	0.50031033	a
0.55993969	0.50031033	a
0.55993969	0.50031033	a
1.72438397	3.16367682	b
0.65460995	0.44006999	a
2.268738	1.72393145	b
2.268738	1.72393145	b
0.84395049	0.2410582	b
0.84395049	0.2585001	b
0.84395049	0.23400112	b
0.27592889	0.2335995	a
0.27592889	0.2335995	a
0.138657	0.08479835	a
2.60008394	2.67707097	b
2.60008394	1.59369419	b
2.60008394	2.67707097	b
0.21912673	0.20575367	a
0.21912673	0.20575367	a
0.21912673	0.20575367	a
0.21912673	0.20575367	a
0.01558565	0.510149	b
1.89952396	1.73100894	b
0.53627212	0.3872488	a
1.93265856	2.40818468	b
0.63094239	1.07593582	b
7.58747248e-01	2.78884392e-02	b
0.75874725	0.06072331	b
2.25927098	3.53948841	b
0.60254131	0.36992803	a
3.70772606	3.80091121	b
0.04872025	0.04363204	a
0.57887374	0.30031346	a
0.89128562	1.1613877	b
0.89128562	1.22705745	b
0.73034617	1.20000371	b
0.73034617	1.15193172	b
0.73034617	1.14539217	b
0.73034617	1.19231036	b
0.73034617	1.19231036	b
0.73034617	1.14539217	b
0.73034617	1.20000371	b
0.73034617	1.15193172	b
0.73034617	1.15193172	b
0.73034617	1.20000371	b
0.73034617	1.19231036	b
0.73034617	1.14539217	b
0.73034617	1.20000371	b
0.73034617	1.19231036	b
0.00138511	0.0224353	a
0.79188184	0.55521882	a
1.99419423	1.89444715	b
0.66407698	1.5884731	b
0.66407698	1.5884731	b
0.15285754	0.65884085	b
0.24752781	0.03310953	a
0.13392349	0.30031346	a
33.67086554	25.87513249	b
33.67086554	25.87513249	b
1.68651586	4.54836659	b
1.68651586	4.59976215	b
1.68651586	4.59976215	b
0.23806078	0.36006597	a
9.9275626	6.96619876	b
2.2308699	1.79992736	b
2.2308699	1.79992736	b
2.2308699	1.79992736	b
0.32326402	0.02214524	a
0.32326402	0.06025922	a
0.38479969	0.65389748	a
0.32799753	0.33018972	a
0.67827752	0.51971539	a
1.89005694	1.64155421	b
1.89005694	1.31828154	b
1.89005694	1.48666179	b
0.03925322	0.30445719	a
1.2747002	1.77965724	b
1.5918456	1.0572269	b
1.5918456	1.0572269	b
0.44633537	0.33867399	a
0.44633537	0.33338038	a
0.29486294	0.27928406	a
0.29486294	0.28581043	a
0.29486294	0.29002746	a
0.41320077	0.36517104	a
0.41320077	0.51901924	a
6.76084217	5.19189737	b
6.76084217	5.19189737	b
6.76084217	5.19189737	b
1.38830452	0.83585256	b
0.00138511	0.0425075	a
0.00138511	0.03967319	a
2.34920773	1.87693848	b
2.34920773	1.87693848	b
2.34920773	1.87693848	b
5.09937899	2.63455635	b
0.85341751	0.27313063	b
