0.29896567	0.26178173	1.0
-0.41178709	-0.39196515	-1.0
0.93877907	1.02844024	1.0
-0.50425437	-0.68444359	-1.0
-0.58401914	-0.68444359	-1.0
1.14273317	0.17640456	1.0
1.23366606	1.14273317	1.0
-0.71627121	-0.20867277	-1.0
-0.72105501	-0.20867277	-1.0
-0.65160505	-0.28308533	-1.0
-0.66322723	-0.28308533	-1.0
-0.66322723	-0.28308533	-1.0
-0.69722084	-0.13502577	-1.0
-0.70139981	2.25502253	-1.0
0.05775267	-0.18694484	-1.0
0.0741777	1.15094706	-1.0
0.0741777	1.15094706	-1.0
-0.30549568	-0.494057	-1.0
-0.30549568	-0.47197481	-1.0
-0.30549568	-0.48216528	-1.0
-0.77989217	-0.44912706	-1.0
-0.23724516	-0.72702581	-1.0
-0.23724516	-0.72925444	-1.0
-0.28100264	0.0966671	-1.0
-0.22925278	-0.3404684	-1.0
-0.51974105	-0.59492396	-1.0
-0.51304903	-0.60492729	-1.0
0.3291173	1.14273317	1.0
0.18707509	-0.31437126	-1.0
-0.65376362	-0.48165491	-1.0
-0.65376362	-0.48165491	-1.0
-0.64044298	-0.48165491	-1.0
-0.65376362	-0.48165491	-1.0
-0.51936434	-0.34278209	-1.0
0.38943657	-0.61658083	1.0
0.38943657	-0.53672429	1.0
0.38943657	-0.61658083	1.0
0.72108843	-0.13465637	1.0
0.2085108	-0.07942542	1.0
0.17835917	0.64421753	1.0
-3.04066837e-01	-9.28538882e-05	-1.0
-0.02722973	-0.54102844	-1.0
-3.04066837e-01	-2.64668019e-05	-1.0
0.05775267	-0.25916457	-1.0
0.05775267	-0.25916457	-1.0
0.05775267	0.6926149	1.0
-0.77696805	1.52190403	-1.0
1.20351444	0.11874163	1.0
0.11874163	2.67672771	-1.0
0.23866242	0.09991751	1.0
0.23866242	0.09991751	1.0
-0.1087971	-0.34334351	-1.0
-0.1087971	-0.34334351	-1.0
-0.6725318	-0.70351457	-1.0
0.44783326	-0.35550742	1.0
-0.5098212	1.15198482	-1.0
0.60048193	1.04624139	1.0
0.60048193	1.1032683	1.0
0.60048193	1.1032683	1.0
0.60048193	1.1032683	1.0
0.52546077	-0.19132005	1.0
0.52546077	-0.18592709	1.0
-0.58582552	-0.32750489	-1.0
-0.04952357	0.26389971	-1.0
-0.04952357	0.72522694	-1.0
-0.59823562	-0.05915014	-1.0
-0.59823562	-0.05915014	-1.0
-0.59481482	-0.10690416	-1.0
-0.59823562	-0.05915014	-1.0
-0.52040028	-0.39349628	-1.0
-0.52040028	-0.37343857	-1.0
-0.52178327	-0.37343857	-1.0
0.18707509	-0.31437126	-1.0
0.11874163	2.67672771	-1.0
-0.64938968	-0.63156882	-1.0
-0.75131575	-0.6073941	-1.0
-0.75131575	-0.6123107	-1.0
0.11805592	1.14273317	1.0
3.76640261	1.40715778	1.0
-0.59650476	-0.45429885	-1.0
-0.59650476	-0.44764698	-1.0
-0.26885682	1.19677866	-1.0
-0.37753699	1.55092731	-1.0
1.38442419	0.99720023	1.0
0.0741777	1.15094706	-1.0
0.0741777	1.15094706	-1.0
-0.53182345	-0.35419746	-1.0
-0.7584935	-0.2289006	-1.0
0.02411769	1.00297257	-1.0
0.01995582	1.00297257	-1.0
0.02411769	1.00297257	-1.0
0.2085108	1.58122839	1.0
0.2085108	1.58122839	1.0
0.2085108	1.58122839	1.0
0.2085108	1.62446311	1.0
0.75124006	1.39978741	1.0
0.75124006	1.42327268	1.0
0.75124006	1.42327268	1.0
-0.52362468	-0.56408034	-1.0
-0.57900899	-0.00653056	-1.0
-0.51917348	-0.49466945	-1.0
-0.52991686	-0.49466945	-1.0
-0.36444731	-0.24742718	-1.0
-0.56618539	0.0681712	-1.0
0.11239177	-0.44511212	-1.0
-0.15577057	-0.54640438	-1.0
-0.67516654	-0.42929052	-1.0
-0.6728499	-0.41850461	-1.0
0.4497238	0.66378665	1.0
-0.30549568	-0.494057	-1.0
-0.30549568	-0.47197481	-1.0
-0.30549568	-0.48216528	-1.0
0.93877907	1.02844024	1.0
-0.59072103	-0.44955237	-1.0
-0.57980425	-0.44955237	-1.0
-0.57980425	-0.44955237	-1.0
0.08790429	1.39978741	1.0
0.08790429	1.42327268	1.0
0.08790429	1.42327268	1.0
0.41957218	-0.32770621	1.0
-0.79721664	1.15744583	-1.0
-0.79671196	1.17610851	-1.0
-0.79671196	1.17610851	-1.0
-0.79721664	1.15744583	-1.0
-0.42287256	-0.56018449	-1.0
-0.10432435	-0.19104785	-1.0
-0.64204397	-0.24450104	-1.0
-0.6728499	-0.55477452	-1.0
-0.68279068	-0.55477452	-1.0
-0.6728499	-0.55999735	-1.0
-0.67498265	-0.55477452	-1.0
-0.6728499	-0.55487659	-1.0
-0.6728499	-0.55477452	-1.0
-0.55276535	-0.55315833	-1.0
-0.56013016	-0.55315833	-1.0
0.04725981	-0.67158216	-1.0
0.04725981	-0.67158216	-1.0
0.23866242	-0.76973152	-1.0
0.93877907	1.02844024	1.0
-0.31890757	2.30129646	-1.0
1.29396932	1.39978741	1.0
1.29396932	1.42327268	1.0
1.29396932	1.42327268	1.0
-0.34645765	-0.34298624	-1.0
-0.3098362	-0.34298624	-1.0
0.3291173	1.39978741	1.0
0.3291173	1.42327268	1.0
0.3291173	1.42327268	1.0
-0.52040028	-0.39349628	-1.0
-0.52040028	-0.37343857	-1.0
-0.52178327	-0.37343857	-1.0
-0.43616006	-0.70433117	-1.0
-0.50743541	-0.57769032	-1.0
